review_id,star_rating,helpful_votes,total_votes,vine,verified_purchase
R16A9144TQJEAR,2,1,1,N,N
R2QTARDXQGXQVD,2,7,9,N,Y
RXQ73BTSG96JS,5,0,0,N,Y
RV67846FL8KDY,5,0,0,N,Y
RUW36U5CXVUZU,5,0,0,N,Y
R1U93V8C71BTDR,4,1,1,N,Y
R3PMHRKME6JSJC,5,0,0,N,Y
R5N7GDK68U89N,5,1,1,N,Y
RVI1YB0R8BKL5,4,0,0,N,Y
RQW7F60LI2ZRM,1,1,2,N,N
R3K8VKWEKLIFV6,1,0,0,N,N
R31ZDXE1T58SW5,5,1,2,N,Y
R3MXDVITRJWNVK,5,0,0,N,Y
R3OQ1KN5DVJ89D,4,0,0,N,Y
R22MVXETHXJXQ5,4,1,2,N,Y
R1WU0WU6U7HS96,4,1,1,N,Y
R1V32SQHNGGLVX,3,0,1,N,Y
R34S75MUHLA9ZP,5,0,0,N,Y
R1RND6LWCLQDGT,4,29,29,N,Y
RZV619AWVEFDG,1,1,1,N,N
R1U8ITA56E5G59,1,7,8,N,N
R3NGZ008SWNUMS,5,1,2,N,Y
RYHWO30VCI130,5,1,1,N,Y
RN53LNK726YX7,1,1,3,N,N
R1FB53ZZEDSD51,1,0,0,N,Y
RTE07Z5KMCTHB,5,0,0,N,Y
R25OJ52UKI1Q7C,2,4,18,N,N
R19HPDF8GQM4MU,4,4,4,N,Y
R4WTTUFZG0XVB,1,0,0,N,Y
R3OKL6FI1I768Z,1,7,7,N,N
RAPJI82JLVHI1,1,1,1,N,Y
R1B6WIDC59ORN5,1,1,1,N,Y
R1VRZVNWVNERAM,5,0,0,N,Y
R237WWWWSZE64H,4,0,0,N,Y
R14VKL3EU3VA0S,4,33,35,N,N
R3EUMILCVVA09C,5,1,1,N,Y
R1HDUY13WWANR3,1,8,9,N,N
R1ET5C0KNB586G,5,0,0,N,Y
R20DUZPJXSXLOY,1,0,1,N,Y
R251IORWOQJB7J,4,0,0,N,Y
RP09Q8UQC0ZOG,5,0,0,N,Y
R3OP6OUGCW56NZ,5,0,0,N,Y
RJ2MZTNCGOMZI,1,1,1,N,Y
R385019C4QFMQ9,5,0,0,N,Y
RLXVDQFHZ2PDQ,5,0,0,N,Y
R3JKXATYNXXWKZ,5,2,3,N,N
R2QW81U3N89TVS,5,0,0,N,Y
R3QH55Q30MECFX,5,0,0,N,N
RLQL57TYQZLAP,5,1,1,N,Y
R1VHOJQKFI8OSF,5,7,7,N,Y
R1R71AVM89C17H,1,12,14,N,Y
R3LP8JA98NYD9U,1,0,0,N,N
R190OHWV5IKANI,5,0,1,N,Y
R3OXKZ8QXKR201,1,5,7,N,N
R32YT4NA45R98H,5,3,3,N,N
R3ONT9YAB5HQ4N,5,0,0,N,Y
RPH6JCIFTO0SD,5,0,0,N,Y
R3AW1AHOSFKROI,5,1,1,N,Y
R2PJ47CJMBRR1T,5,0,0,N,Y
R3ORPKQGZNDDFQ,5,0,0,N,Y
R3KMCJYZ7IQOCU,5,0,0,N,Y
R1KBZF2CRC4W42,5,2,2,N,N
RYX97NRVOLN2Y,1,2,3,N,N
RQVZYV5DPVI37,3,2,3,N,Y
R2VYM92V44LYLP,5,0,0,N,Y
R312M30CXMUW2X,5,3,4,N,Y
R374J1NO2NJK9Q,1,0,0,N,Y
R3HF5IK4L7S88N,5,0,0,N,Y
R1K0MEYP0GWI6M,5,0,0,N,Y
ROJJL5YPU717H,5,7,7,N,Y
RHNGBDIRYD4UM,5,0,0,N,Y
R1DVTND4Y1MJIE,5,0,0,N,N
R1B9877XURHAK9,2,1,1,N,Y
R3PJ8666GQVNV9,4,0,0,N,Y
R3A7BN7R96BFU7,5,0,0,N,Y
R7M0I9E6T6DD9,5,0,2,N,Y
R30VOJ0TX38SEO,1,0,1,N,Y
R1S1B7B95JZZV8,3,3,5,N,Y
R2JTBV5H2HUP2N,1,4,5,N,Y
R3L3GFF0XKFSRV,4,0,0,N,Y
R33PCACNFUGRGP,1,2,2,N,N
R3TC2LG93ZKSXR,5,4,7,N,Y
R3HIH7GOXQ9RVP,4,8,11,N,N
ROZ83HOKOVCLE,1,2,2,N,N
R137I82P189T6O,5,0,0,N,Y
R3762PRDLS9F65,5,0,0,N,Y
R3GWTJXP0KS33U,5,0,1,N,Y
R2V612Q3OV02K5,5,1,1,N,Y
R8ILC7IQE9NMJ,5,0,2,N,Y
R2LFTW7RJE6GFH,4,1,1,N,Y
R2NVHB3536CHNU,5,0,0,N,Y
RJ9JV4VO25DG5,5,0,0,N,N
R2RGCIIZ6D7SGS,5,0,0,N,Y
RU0AOOOLV804R,5,0,0,N,Y
RE3RDFYEE2UXN,5,0,0,N,Y
R1WGINPHH2CKBO,1,1,2,N,N
R3TBJEPR8LRGED,1,0,1,N,Y
R1NT5HQY5CU7LU,5,0,0,N,Y
R32JSGN10QC7ZX,4,1,1,N,Y
R29LMDGX4AT5TM,1,3,11,N,Y
R2BDQKQPMPASTS,1,1,1,N,N
R1YHCBRRCVI043,3,0,0,N,Y
R117UYAV62AIO5,5,0,0,N,Y
RO8VK4YS0GJ0Q,5,0,0,N,N
R1ZOXNV1DAPI0F,5,0,0,N,Y
R2FIRXDE3RRCJM,4,2,3,N,Y
R1ZWVVTCOWDM71,5,3,5,N,Y
R3IM8NSG64TSBV,5,0,0,N,Y
R3E230QQAPN1BR,1,3,3,N,N
R298V0KE9Y6Z28,5,9,9,N,N
R30M8IT72LFV6F,5,0,0,N,Y
R22QYGZDP6SVFN,1,0,0,N,N
R2MHVHSVMTMVRN,4,0,0,N,N
R1HIX2DT4U5O9W,4,0,0,N,Y
R2NST2431YRHB2,4,11,12,N,Y
R1O0QI7BGTO6LM,5,0,1,N,Y
R16I61PMU7HU67,5,0,0,N,Y
R3JSVJ7OCNYMEO,5,0,0,N,Y
R65MCBJSUEWJ5,5,0,0,N,Y
R2WP0WR00QL0V1,5,0,0,N,N
R2QH24GL108GJ8,5,0,0,N,Y
R1BMNI2B1PPYE,5,0,0,N,Y
RDB9O8IN8W6I5,2,2,3,N,Y
R3VU9RCLXUURVV,5,0,0,N,Y
R18S3Z9HSW3SG6,5,0,0,N,Y
R319N4U8GV0ZOS,5,0,0,N,Y
R3D4TK73G7Y54O,3,0,0,N,Y
R1N4C91HKL7PA6,5,0,1,N,Y
R18IORDM7CDP0,4,0,0,N,Y
RLH0LEKSBNOW4,3,1,1,N,Y
R2FMK9YXZTHFN7,5,0,1,N,Y
R9NV8PWHO15OZ,1,0,0,N,N
R2QQ8SOXHCXRW,3,0,0,N,Y
R34T85K8IIH72C,5,0,0,N,Y
R3QUHQDVYY0W1I,5,1,1,N,Y
R1ACVLPHWG0GFN,5,0,0,N,Y
RIVS2QWK70GL7,3,0,0,N,Y
RQDMOHM8NOEGD,3,1,2,N,Y
R26X8SZMX6Y3B5,5,0,0,N,Y
R1V7LETRRWOP0L,5,3,3,N,Y
R1KGR5X9NI9F07,4,6,6,N,Y
R11DW0RUGHNFUX,5,0,0,N,Y
R50WK2AI1CKY8,5,0,0,N,Y
R3KUZNH51MY4PR,1,14,16,N,N
R318IZELUOMJ1J,1,2,2,N,Y
RHB0NVWALA9V,5,0,0,N,Y
RVMCOC1Z2SNT7,5,0,1,N,Y
RUJCC9NPQX2X,5,0,0,N,Y
R1VN0S9K3URH5I,5,2,2,N,Y
RGVXCCUGAUM8Z,5,2,2,N,Y
R35UTA5IPD0EZU,4,0,0,N,Y
R25HSMKTCBYWO,1,0,0,N,N
R14HA8J4D0AGZE,4,0,0,N,N
RM92S4PUUUOXW,1,28,31,N,N
R2IV64SZB4NS54,4,0,0,N,Y
R2C4OI3KNWP42,5,2,2,N,Y
R2ZSU68SDFMO7K,5,0,0,N,Y
R2RKNK92OVWV8C,1,2,2,N,N
R18H77KOLEL5LU,4,0,0,N,Y
R1NTQHRPPJE749,1,1,1,N,Y
RH5WW6UCKH9WE,5,0,0,N,Y
R1W6TPCO8BPLIT,5,1,1,N,Y
R1LD41R30SMPZ6,3,0,0,N,Y
R1T263EM6WIOQJ,5,0,0,N,Y
R3ECVF1TB1JU0C,1,0,2,N,Y
R6G5BH2VS3SKU,3,27,29,N,Y
R2QOLW3ENIIPQO,1,0,0,N,N
RFN59QZKJFRHJ,1,3,3,N,N
R2X6JK7L9NUIFD,1,1,3,N,Y
R1MKH1JY4G2IO8,5,1,2,N,Y
R1ZEK3WCC3IOSC,5,1,1,N,Y
R1CD2232KXJ2Z9,1,1,2,N,Y
R2L7C0L66PO79D,5,0,0,N,Y
R15NFQUQDU70GF,5,2,3,N,Y
RWNX3LT9T4UKG,5,0,0,N,Y
R3UER1HPLWV1N0,5,0,0,N,Y
R1GR7E00FGW06,4,0,0,N,Y
R108YUY7OIFH45,5,0,0,N,Y
R29GT4IT4KS0RE,5,0,0,N,Y
R1Q7BV8VX0P5VG,3,0,0,N,Y
R2AENWCTRMDW6R,3,1,1,N,Y
R2CERPGSJDKPZN,1,7,9,N,N
R2EDYBELE2JAZH,4,0,0,N,Y
R1P5GXUML36HZE,5,0,1,N,Y
R7WRS0KR1JJWX,1,0,0,N,Y
R11KAI3Q8PZFJT,3,0,0,N,Y
R3JVTQZBPYU8IE,5,1,1,N,Y
R1F4ASP7PH1Q1L,5,1,1,N,Y
RY4326S1Y1KGT,5,0,0,N,Y
R1Q25KN1FEMMU0,2,1,1,N,Y
R3MTXRV2M0ZA4B,4,0,0,N,Y
R1Y5QZHP4YQ6FJ,1,0,0,N,Y
R2QHH41S660TFN,5,1,1,N,Y
R1ZYN3KOZC4HHU,1,3,4,N,N
R1B5HGM939257G,5,0,0,N,Y
R3UN3BAJHJR712,5,0,0,N,Y
R17YZNG81XKEQ3,1,8,12,N,N
R17GC9GZ0HZ2B2,5,1,1,N,Y
R1V4M9FYLWEWF7,4,0,0,N,Y
R37CED560NPERB,4,0,0,N,Y
RSFC282TJUM17,5,1,1,N,Y
R3KIVO12GW4S3I,5,0,0,N,Y
R2D59G8VKAZ87I,1,0,0,N,Y
R3D7O6SZFEYG6O,5,0,0,N,Y
R1C0DKB8ZFNLXL,5,0,0,N,Y
R38TS0I8PBEMMV,5,1,2,N,N
R1VL65SYM20QTT,5,0,0,N,Y
R3ULZS4K29OVXE,5,0,0,N,Y
R5F1UZRXHUENI,5,1,1,N,Y
RKIHEQWVY58DH,5,0,0,N,Y
R2EL6WW3MVP265,4,0,0,N,Y
R3Q62WFPPZ7BKA,1,26,30,N,N
R2AV951IQRY5HP,1,10,17,N,N
R3AIQN4W52E5P7,2,0,1,N,Y
RIRR75VJ935YM,1,5,6,N,Y
RR99BAZY1KN03,4,0,0,N,Y
RBRFYFQLJ5O7T,5,0,0,N,Y
R1N69JC8A3FGLS,5,0,0,N,Y
RF49M3IIIR6G6,5,0,0,N,Y
R3UFJ69L5PIPUC,5,0,1,N,Y
R205C7Z9WXOLC4,3,5,5,N,Y
ROGGEK1FG7TPT,5,1,2,N,Y
R363UOM04HG2BQ,5,0,0,N,Y
RQGWL6FSHWCHS,4,0,0,N,Y
R3VAOM83NO46W6,5,0,0,N,Y
R1QJS45GJS2GNP,1,0,1,N,Y
R27I97HZVQPRO3,5,0,0,N,Y
RDTBGBUUGXRSA,5,2,3,N,N
RC25T51LJSKV5,5,0,0,N,Y
RVJGTOHVZQI9O,5,0,0,N,Y
R1MU159QLEA53K,4,1,1,N,Y
RI82RNANKBI5S,5,0,1,N,Y
RW05FA5CJ7VF1,5,0,2,N,Y
R1WYQMFYE7ASK1,3,3,4,N,Y
RBXT5D9Q878YU,5,0,0,N,Y
R2159FU25HYJK7,5,1,1,N,Y
R2ONCH66I1DTAE,2,0,0,N,Y
R3JRZB3PSU7MZJ,5,4,4,N,Y
RQDFL852Y83D3,2,0,0,N,N
R3A8FST7H0D5MV,5,0,1,N,Y
R3KYSYU0JX840Q,5,0,0,N,Y
RK2NXBXMU1UFK,1,1,4,N,N
R2E1NUO4OZKI7Y,5,0,0,N,Y
R3G1WS61VA0AFF,3,0,0,N,Y
R3O10KAA975ITN,1,0,0,N,Y
R1GNGBPN5EFFC1,1,0,0,N,Y
RVBGQJV7BZSCQ,5,1,1,N,Y
R11SED8Q8WIPT7,4,2,3,N,Y
R1U4H8IP9VB2BI,5,0,0,N,Y
R7TYWV7T7UVZ4,4,0,0,N,Y
R1NVNN1B28TVEY,5,2,2,N,Y
R2LCSDYAHRY2QS,4,11,11,N,Y
R1KCNATXSWFP68,5,0,0,N,Y
R1JWFC2R80IV3E,4,0,11,N,Y
R52YIA2LNVA0G,5,0,0,N,Y
R2D0S8O6LCETCX,5,2,2,N,N
R22DKVVV5BJSYD,5,0,0,N,Y
RAK6OPZ1IVDC2,5,3,3,N,Y
RKSDLS8XXCFNP,4,2,2,N,N
R1YHDHOW0CGU0F,3,17,17,N,Y
R3AYL4ZCKK4LO2,2,1,1,N,Y
R1S1JWA2G2TRBU,3,4,6,N,Y
RNJ0F7T2NSLHH,5,0,1,N,Y
R1VH538OMYBI70,5,0,0,N,Y
R1TKIZAXXPVDN9,4,0,0,N,Y
R3D7I7MKW9T2JQ,5,0,0,N,Y
R3U65N63HIBPFG,4,0,1,N,Y
R3SSKR09F5MAK1,4,0,0,N,Y
RFF3NDI0RXABG,5,0,0,N,Y
R33W4PMJ1WP1J9,5,0,0,N,Y
R2H6GCE5WNO8MS,5,0,1,N,Y
R3BOB0O0BONU03,5,1,1,N,Y
R1YGH9QFZFPCV8,4,3,4,N,Y
R3AM3UCJKYIK9O,4,0,4,N,Y
R13DYIDR3K0UPS,5,0,0,N,Y
R1DFEUAGZWZQ8I,4,0,1,N,N
R1DO5V07X2408S,5,0,0,N,Y
R22N2M8V3NVFMQ,5,0,1,N,Y
R2L3SATRMFQ13G,5,0,0,N,Y
R7W5U4ODYMHT0,5,0,0,N,Y
R3NCRA9DWZ1FMH,5,0,0,N,Y
R1TUFYOXIFP3JS,5,0,0,N,Y
RQQQNYGBBXFNB,3,0,0,N,Y
R2REBNW8IZRG5C,5,2,2,N,Y
RSOHT1A1746SY,3,3,3,N,Y
RPREIZQSSRH3U,5,0,0,N,Y
R35Y4Q9NRU73TP,5,0,0,N,Y
RMRYIU0AQGDI3,5,4,4,N,N
R1J39315DPA018,1,2,5,N,Y
R1I0R1VAWCL37E,5,0,0,N,Y
R5MBE6HUG8TIQ,5,0,0,N,Y
R2E0QPX2LN21YW,5,1,1,N,Y
RIPX1GZ9B061R,1,4,5,N,N
R3VG5Y96V352UJ,4,2,3,N,Y
R1ZT2XXFXWKP0M,5,0,0,N,Y
R3CNQJ5M7Z6CKH,1,5,5,N,N
REUYDSF5IVMPZ,5,0,0,N,Y
R1T0I79QNB7WIF,5,0,0,N,Y
R3QNXN6Z0D5YHX,5,0,1,N,Y
R21RHLAWETM9PC,5,0,0,N,Y
R375OTHDSX39W,1,2,2,N,Y
R23S5NT6GDL82C,5,0,0,N,Y
R2J5KAG0ARKS98,5,0,0,N,Y
R2S9QRGWJ8RT6C,5,3,4,N,Y
RA203QH60ENZH,5,2,3,N,Y
R39MAIAAK5JDZK,5,0,0,N,Y
RBLD38HPMFQ1V,3,0,0,N,Y
R1EZIEWVWPDT82,5,1,3,N,Y
R1D7YNMKE7N863,3,0,0,N,Y
R3FAI31BKW1OSK,5,2,5,N,Y
R3AB1C4I6C89Q0,5,6,6,N,Y
R2MBDZA1YA8CYC,5,0,0,N,Y
R38SW70WXH2G16,5,0,0,N,Y
R1B6PKUREEXNSL,4,3,3,N,Y
R3FZ985MHA39Z4,5,1,9,N,N
RMLNMWBOKBRFS,5,0,0,N,Y
R2SZRB6931M6LX,5,0,0,N,Y
R1M1WW4OBXUMVA,1,0,0,N,Y
R17UAAEIZBJOHS,1,3,4,N,N
R2R5696SXHENOR,1,10,10,N,Y
R2FTOEEDYAS86O,5,0,0,N,Y
R274SZX6CB2BBR,1,0,9,N,N
R178GLDNH1TELD,1,2,2,N,Y
R2YLWV5JRVCK78,2,0,5,N,Y
R2ZYFJFV9WTKAH,1,1,1,N,Y
R2ROY6NMG22X9Q,5,0,0,N,Y
R2G4V52MGVHCQJ,1,0,0,N,Y
RMU27LVO73C34,2,9,13,N,Y
R1MPML4H9Y4SHZ,4,0,0,N,Y
R35STLQ6PELYON,1,2,2,N,N
RLFW0VYMJ7DQZ,2,1,6,N,N
R6SQ5YXT412V,5,0,6,N,Y
RDF3SBUO6MTL5,5,0,0,N,Y
R3IFNF3W540C8J,3,0,0,N,Y
R2TEZIVU47USQO,5,3,4,N,N
R3B4SCY0X55PXI,5,13,14,N,N
R1QIUN5ITJX8FX,5,1,1,N,Y
R3ICY40OLJZ52J,5,0,0,N,Y
R3D5BXEMBQUUKX,4,1,1,N,Y
R343YJYMO2KFPZ,2,9,11,N,N
R31V5BDKHPG0B3,4,0,0,N,Y
R3945LTVJ4KOV3,1,2,2,N,N
R3ACOBU8M6QGBC,4,10,11,N,Y
R24JZKPYWJQEDS,5,0,0,N,Y
R1V0X9O260G0U5,5,1,1,N,Y
R4Y2GAIJZ2HBS,5,2,3,N,Y
R5P9Y1RWN3LZV,4,0,0,N,Y
R27N293LQMXTDU,1,0,0,N,N
R5YYLG6N8N24K,5,0,0,N,Y
RJ6N38YOI3G7F,5,0,0,N,N
RQEIMYMHPYIIR,1,0,0,N,N
R3FQD4QGKSWD1N,4,3,4,N,Y
R31MC0SDWOPVF,5,0,1,N,Y
R2AXRYMNHKQGHF,5,0,0,N,Y
R205N9YP3L04L3,1,0,10,N,Y
R3N7U8XS3YDJ0O,1,5,5,N,Y
R3OXKU2GOMOMET,5,0,0,N,Y
R3VWJM6P95Z70S,4,14,15,N,Y
R36ET6G31KQ4D0,5,0,0,N,Y
RC7PBX7AGWU9M,4,28,36,N,N
R2DGYYWHBKAC9N,5,0,0,N,Y
R2YAJEXEDL0TC6,5,1,1,N,Y
R390MII9CCBIG1,5,1,2,N,Y
RY7NWCFWZM9Z0,5,0,1,N,Y
RAEBFROVZC4S8,1,4,5,N,Y
R1ID7XPK7Q1F1R,4,1,1,N,Y
R1GIXZOMX7AS3N,5,1,1,N,Y
R2KTCVM7RBNQND,5,0,0,N,Y
R1PUHFSWH4AE07,5,0,0,N,Y
R2ARJER4SEP08J,5,36,41,N,N
R19UMRRC37CRO8,3,0,0,N,Y
R288NCOASBTNVF,2,1,4,N,Y
R18Y99YOR35Y8Z,1,0,0,N,Y
RT8GFV5DAR4D7,2,3,5,N,Y
R25MYAI9XBFDKI,5,0,0,N,Y
R4BUHF3D9HX7P,5,2,4,N,N
R2PVHSJ6WFDT9L,4,0,0,N,Y
R148B6AA1AXK6R,3,0,0,N,Y
R1DMD40ZGAL8YT,5,0,1,N,Y
RA9XCL99W9CDD,5,0,0,N,Y
R1RE83GHT6RSMT,5,0,0,N,Y
R19KG4QJEBGI46,4,4,5,N,Y
R2EYJ3YRVIJ4HZ,5,0,0,N,Y
R2233DNDZPDH82,5,0,0,N,Y
R3PZJ8PGUJ7VQ5,5,0,0,N,Y
R1AKC17XTKGB9A,5,0,0,N,Y
RFZO90PQLSBS6,3,4,6,N,Y
RTFGOCHBAHHLS,5,0,0,N,Y
R1Q2AEPX9B7WO8,5,0,0,N,Y
R3VR9WC04UZP8M,4,0,0,N,Y
R382FZ6JYE074V,5,0,2,N,Y
R2WNE8DE07FPZW,4,1,1,N,Y
R2GEV7RMFN8VCU,3,0,0,N,N
R3LKGYIZY3VMAU,1,0,0,N,N
R3GC00I5D6HE7U,5,0,0,N,N
RWA5BO7L8PS99,1,0,0,N,Y
R3SXSO9YJVK5M7,1,0,0,N,N
R2VWX5B49GNYMN,4,0,0,N,Y
RX47T3EXU762K,5,0,0,N,Y
R2E8AWWP073UAL,5,0,0,N,Y
R3LWJVDVB6KWCV,5,0,0,N,Y
R1AYFL86R40F68,5,0,0,N,Y
R2AXH3KXHHXYSC,4,0,0,N,Y
R3FV44ATLP6LNV,5,0,0,N,Y
R3UMMF4EL5T3Z7,5,0,0,N,Y
R1TSELK11LOLRE,5,0,0,N,Y
R11LFS9896UYKX,5,0,0,N,Y
R3SXKPWY6GQGPL,5,0,0,N,Y
R23OPHVKWYYUJK,5,24,25,N,Y
R1D0KNE1TZS9AW,1,1,2,N,Y
R1WP51HHAUJK6B,5,0,0,N,Y
RS21GJN47ON0U,4,0,0,N,Y
R31HUJ7WWLJMU4,5,0,0,N,N
RIEVOH6VTG9FS,2,4,4,N,Y
R3NXBMJMQOPA7K,2,0,1,N,Y
R2SB6J0RPRDTLH,1,1,4,N,Y
R374B2FUPUPARA,4,1,2,N,N
R2JS51ESECSI94,1,0,1,N,Y
R2WWGJCTFFWWK9,1,13,13,N,N
R31D8H14SOQ583,5,1,2,N,N
R38E9RWROOGU5W,1,6,7,N,Y
RQQTKRLUVBQWS,3,2,2,N,Y
RH0HZ9D7JB6IO,4,2,2,N,Y
R29DMLB26X67VR,5,0,0,N,Y
R1LPR3DPF28Q1D,5,0,1,N,Y
R1YMT36VFBRUR7,1,0,0,N,Y
RZ5S190TCF5A1,5,0,0,N,Y
R2V8WCIZP7YD9O,5,0,0,N,Y
R3SHP49PD33ZJL,2,0,0,N,Y
R320LIZ8GEHY76,4,0,0,N,Y
R1XHVZKN6HMIYX,5,0,0,N,Y
R5Q7ZCLRN0F43,2,1,2,N,Y
RTC0BTQETPND2,5,6,8,N,Y
R23R2XA18EYIJK,5,1,1,N,Y
R1QB5YTDLC7YAT,1,8,12,N,N
RYKXXJ1DSTV1I,4,0,0,N,Y
RHVD54G7VY711,5,0,0,N,Y
R38THLFKXO7HOU,4,0,0,N,Y
R109V4ZTNTFIKE,2,0,0,N,N
RG5K3561WRITJ,5,0,0,N,Y
R26CRGMXC8L7RF,5,0,0,N,Y
R3DYKS3NIU6X0U,3,4,4,N,Y
R3B9NI81ZOPDGC,3,2,2,N,N
R3NX4064HIHVDR,5,0,0,N,Y
R11F1Y0HMXU11D,5,0,1,N,Y
R9CHCFKA7AJD,5,2,2,N,Y
R18WPE9JSPDX43,3,0,0,N,Y
RTK6L4KVI92T0,1,1,1,N,Y
R2ATP39PMGO8D1,5,0,0,N,Y
R366GZWQLWGF02,1,1,1,N,Y
R1QQ89LB4CE088,1,0,0,N,Y
R2NOB3NZM3HWXX,3,0,0,N,Y
R3BMS0LU9CI1RG,2,0,0,N,Y
R27S8HQQ7329L3,5,2,2,N,Y
R63V3GR0SQKS5,1,5,26,N,Y
RZX54UNCAF0ET,4,3,4,N,N
R2SSF1TVORXR6P,5,0,0,N,Y
R1X1KVNXFGVB1C,3,1,1,N,Y
R2DPCUENIFZL47,5,0,0,N,Y
R3FQAJ9N2L4OWS,5,0,0,N,Y
R1RZSU1KI81UZU,5,0,0,N,Y
R1JIO8YGLQB39C,5,0,0,N,Y
R1OESQGT7EI758,5,0,0,N,Y
RBQWTOOB5ZKYB,1,10,11,N,Y
R27AG4SEP7ZN6I,4,0,0,N,Y
R2V0W5BOU0QL4V,4,8,9,N,Y
R2QSDSS7IDU751,5,0,0,N,Y
R10S6P3FZBIN0F,1,5,5,N,N
ROKS94QWWURW,5,0,0,N,Y
R2ZWLAFK209M6F,5,0,0,N,Y
R12AA3Y3I2C5FT,2,0,0,N,N
R1A5OHR4E5PVAA,3,6,7,N,N
R1Z33H7CV60D6N,5,0,0,N,Y
R30E5J864KAZ9B,5,0,0,N,Y
R30K947CHJ7CLB,4,1,1,N,Y
R1RZY6WFAX3VL5,4,0,0,N,Y
R2A02Q2WQNIL5B,5,0,0,N,Y
RYQ34HMFEUOA5,5,0,0,N,Y
RA3SEAI0Q61ZE,5,0,0,N,Y
R25WTY4JXXC51B,1,0,0,N,N
R31MH8PY9H0KZO,5,0,0,N,Y
R2ZMM9W7H2TEBV,5,1,1,N,Y
R1V3ZP5UYJAHF9,1,2,2,N,Y
R368Z5PHEW4IE,5,0,1,N,Y
R2Z7Y57BPW4Q9N,3,52,59,N,Y
R95A5F9FGBU78,4,0,0,N,Y
R337NY0D701NUP,5,4,5,N,N
R2OL5Y2NYAOPPZ,5,8,8,N,N
R2GGGEL6KQPW2L,4,1,2,N,Y
R126MIILW0176N,1,7,10,N,Y
R1D2SQFMUIBM2G,3,0,0,N,Y
R2I80CQ5STCQPZ,5,0,0,N,Y
R1IC3ULGHOVYD0,4,0,0,N,Y
R27JW5CXXJZYCK,5,1,1,N,Y
R1NDDM7UMEF2QZ,5,0,0,N,Y
R3HHHY0OYLGDIB,4,7,7,N,Y
R114AKAENG22P9,5,2,5,N,Y
R367PM4MA80Y3N,5,0,0,N,Y
R2M8AJXGAMTLWF,1,0,0,N,N
R2IB3AD9X1HIO1,5,0,2,N,Y
R857XWLU4K3EY,3,0,1,N,Y
R72XSDTGYKAGX,5,0,0,N,Y
R2ZF2LPFOMDYAB,1,1,1,N,Y
R2788YG4ZQ779F,1,1,1,N,Y
R1YTDGHKNCLG6R,1,3,5,N,Y
R9GD27741USFJ,1,0,0,N,Y
R1FREQH5OSRUBC,1,1,1,N,Y
RNGHAQX7YHHUG,2,0,0,N,Y
R1PQJJ1WW8CAS5,4,1,1,N,Y
R2EERAH53YQNPM,5,0,0,N,Y
RROTP57XPW6RR,5,0,1,N,N
R38DUDRWZ95YNK,5,1,1,N,Y
R3JNEMFU0YTRGB,5,0,0,N,Y
R3MM1YI41UT851,5,0,0,N,Y
R320E3NGXXSBL8,5,0,0,N,Y
R1D550AFLX1JGT,5,2,3,N,Y
RSHI1YLG8V9T9,1,5,5,N,Y
R28L3U5ATGPF5Q,5,2,3,N,Y
R3QZY4KMN4XIJR,1,0,0,N,N
R2IE8JAZ94U5X4,5,0,0,N,Y
RHX85LANZ8FHB,4,1,1,N,Y
RTTIBJJ5OCBJ0,4,0,0,N,Y
R14VASJ27US5IA,3,1,1,N,Y
R35CCJE7ALGP4P,1,0,0,N,Y
R2TCC1QMHCCVDT,5,0,0,N,Y
R2DA23MHZJ98DZ,5,3,3,N,Y
R1SBBMJ5MHV41O,4,0,0,N,Y
RMY9VJAWCSYX5,5,1,1,N,N
R2IRE6OZZ9CUJQ,5,0,0,N,Y
R30FNM9DCVDOY7,5,0,0,N,Y
R1D32ZY2QIBWIN,5,0,0,N,Y
R15KELV8FGQUQO,4,4,4,N,N
R3K2RKIK7DE2GL,5,0,0,N,Y
R8MPO6VUUHGE3,5,2,2,N,Y
R3GK3N7IWV7E0A,1,3,3,N,Y
R2ZCH15JB1QP3C,1,2,2,N,Y
R1PMDJBTTKK7KB,5,0,0,N,Y
R2QN2RFBNAI2XP,4,1,1,N,Y
R36F1PEUI79LTJ,5,0,0,N,Y
RZNFPWPII3GVK,4,0,1,N,Y
RTFXIYRGU28OC,5,1,2,N,Y
R116RG91XZ4SS,4,0,0,N,Y
R2673G4M7ON43R,3,0,0,N,Y
R22D0DHS4KPV8Z,5,0,0,N,Y
R2BOM311MD3QWP,1,0,0,N,Y
R2ZA99ZPJT4CNV,5,0,0,N,Y
R2UZMBON2ZYNJK,2,0,1,N,Y
R2C76ZONZ1RBI3,5,0,0,N,Y
R1X7Q1NLYUIQ81,5,0,0,N,Y
R70VJT5IBXNYX,1,1,1,N,Y
R1JZ0DOMZUHRF1,5,4,4,N,N
R29T9ON7DTIBT5,1,1,1,N,Y
R1HDZVGEB6592C,5,0,0,N,Y
R3PMROL6Y7Y4ND,5,2,4,N,Y
R8GD1TKKKV0RX,5,0,0,N,Y
R34588LE1M56SV,1,8,8,N,N
RXZU2DU4YB91G,3,3,8,N,Y
RI42DIOKWV9NW,5,0,0,N,Y
RD35O60KFWVFN,5,0,0,N,Y
R29ZY9MBLJVYA2,3,2,3,N,Y
R31YU0VACFWOAT,1,0,0,N,Y
R25V5LDMDEBMD0,5,0,1,N,Y
R1GBZIKDJCVMHJ,5,0,0,N,Y
RDVV20RRZTG7R,3,1,3,N,Y
